,0
0,1.1946878986880658
1,0.6774513482078176
2,0.3739586739289629
3,0.763386259502502
4,0.24674011298340723
5,0.7079989168798175
6,1.8509071597726752
7,0.5827927681544046
8,1.2517965056033724
9,0.4692477091085879
10,0.4661366080247421
11,1.9881941446175593
12,1.7980490727120588
13,0.7420280704939692
14,0.6882123149514652
15,0.2190784376094439
16,1.4531999735855339
17,0.7497164929571645
18,1.3178321301102225
19,0.2669163978970998
20,1.5693002367752973
21,0.5381489960306378
22,0.7420865893791342
23,0.34198794451692605
24,0.7545681012672063
25,1.6700012700338558
26,1.4845124365760776
27,0.4231774097373021
28,1.4679975069624098
29,0.76253835247829
30,0.31549322386766476
31,1.412614035449768
32,1.4394575078595004
33,0.44137938220059136
34,0.776671010547707
35,1.267327575552192
36,1.1457658361610266
37,0.5708742477589253
38,0.4871962510790027
39,0.5441807670910963
40,0.3790613662538278
41,0.6019291059052729
42,0.35317434796262737
43,0.643805108269484
44,1.7247814797867038
45,0.6380634001827743
46,0.6343962260027465
47,0.6785558297169103
48,1.6824422595618334
49,1.3550004435052974
50,0.6571312757116965
51,0.5400236159543552
52,0.6097800989681543
53,0.6579552889782563
54,1.4459887298238323
55,0.5902437984898519
56,0.7612899973477836
57,0.2830266586575032
58,1.0053139108669822
59,1.3106421693067527
60,1.696687580540981
61,1.0991309706899433
62,1.9117866300445026
63,1.5355850416804302
64,0.647025348372953
65,0.7251498133990484
66,0.4033053091430273
67,1.3128041556088599
68,0.6368941879856351
69,1.6346244393517817
70,0.2377812113722666
71,1.069435134172492
72,1.6450271294218313
73,1.590804704304749
74,0.35051358783020914
75,0.724166883454417
76,0.5873577937442557
77,0.6351467127931327
78,0.5712268389554932
79,0.2593125377947616
80,0.6373874583108292
81,0.25723706711891176
82,0.5674763861111224
83,0.21930184715919487
84,1.2693737423386309
85,0.4140239925854395
86,0.6922392986780496
87,0.6758355231632995
88,0.7885233259666709
89,1.2353134544538067
90,0.3128277613443829
91,1.970773351663122
92,0.6233184461914815
93,1.6726489393542958
94,0.43733056494419986
95,0.7184717353626826
96,0.59453575246717
97,1.9874038723032585
98,0.29606173174966977
99,0.5747954555135126
100,0.3925947401436473
101,0.3065176911398215
102,1.8280762052111252
103,0.6533433470437382
104,0.652324391004883
105,0.43978186302641054
106,0.7120236545549299
107,0.6189338516866714
108,0.5180689068131914
109,1.125154703689918
110,0.3505279154183435
111,0.6914667019859011
112,0.40573221992610986
113,0.5140907512216336
114,0.3680294405904888
115,0.21938923676807476
116,0.2750997683328496
117,0.5247328356988802
118,0.4039251471996752
119,0.24249361211193896
120,0.7453912694006188
121,1.7777876439396363
122,0.2826938025352639
123,0.79141628084452
124,1.1380611765479833
125,0.33757252168426477
126,1.0045722186833497
127,1.4905399175824765
128,1.6056044984571358
129,0.7386373207601564
130,0.600833548797727
131,0.3509260278415614
132,0.23526738173350797
133,0.5356726335996116
134,1.3222066817186229
135,0.2812057725256875
136,0.7655134874277387
137,0.7333708796416698
138,0.7959394423753632
139,0.31198382594428087
140,0.4720568830349268
141,0.21482327282738614
142,1.2431302408399656
143,0.5508489981444871
144,0.35292403859805677
145,0.5723519039229967
146,0.6641277102251393
147,0.7330536912940213
148,0.2874808313396398
149,0.5262766069561587
150,0.37540473700484567
151,1.1993026246712588
152,0.5593545994348768
153,0.7044989236062029
154,0.49084213525947384
155,0.5439163877318112
156,0.4981109240800211
157,0.4266192952584755
158,0.5290876255826197
159,0.44406912744590077
160,0.6586822736557179
161,0.21219084735195373
162,1.6593513883857707
163,1.6362017770286652
164,0.5567478331614717
165,0.6079666292243038
166,0.6900857808874787
167,1.3334595403550282
168,0.7550049351954196
169,0.7605791495181944
170,0.530548167684795
171,0.3445340200653293
172,0.7344543376451018
173,1.02774323142628
174,1.2349337632998973
175,0.6189620336909901
176,0.4417187621797829
177,0.6485576694996273
178,0.7074581284267281
179,0.5737845439787561
180,1.7445041721200925
181,0.7032011190495402
182,1.3543683818419079
183,0.5717598730852145
184,0.7935295213320799
185,0.39050540011197044
186,1.0841691752443652
187,0.64470525002592
188,0.415695448459792
189,0.7374590324056285
190,0.7089013974041605
191,0.6329902219822984
192,0.20168071944002086
193,1.1925726459990857
194,0.4116209231495496
195,0.4892509695949713
196,0.30879306172182786
197,0.4073406694864244
198,0.7373441541373487
199,1.893960878546747
200,0.4822388133443468
201,0.6100749663045331
202,1.6113771189468538
203,1.0311797160112806
204,0.35475438524653086
205,0.5785756480186158
206,0.3263172879740476
207,0.4669139977151835
208,1.757823516985382
209,0.4370965649871054
210,1.4173813909616306
211,1.3403751460691888
