,0
0,0.588417625474777
1,0.5460951585210075
2,0.3278770436908478
3,0.5217575023994266
4,1.689232730917769
5,0.24847751987832212
6,1.6090730409200154
7,0.6599483043305918
8,0.7784006706760147
9,0.5429277802790419
10,1.7719043818308298
11,0.3215540737335349
12,0.5874391812569002
13,1.623436360917468
14,0.24107316855421382
15,0.44109007050651705
16,0.7462467951609093
17,1.570025235886718
18,1.7119624189938065
19,1.6488313499264469
20,0.5333440644778732
21,0.2832129880922688
22,1.210823258154553
23,0.6038647793589673
24,1.1149793559827015
25,1.7887568616298628
26,0.7861357367943786
27,1.8454126746891526
28,0.7778391905506519
29,0.7698646479077056
30,0.677854447715073
31,0.4185959457218682
32,0.4749759767299099
33,0.41856663655467174
34,0.3488114491907989
35,0.7680004825552085
36,1.3248939410873386
37,0.3552673263343772
38,0.2043248447129776
39,1.2613931993323213
40,0.3485039121311502
41,0.4468148640622437
42,0.5390044600866477
43,1.9042342461586679
44,0.30040610573780474
45,1.5490570057978506
46,0.6326580520938521
47,1.4161721743040514
48,1.3340413864034242
49,1.5295216571659747
50,1.189466837980632
51,1.5371522139910128
52,0.28558990792771316
53,0.4948640918588623
54,0.518255851887148
55,0.40435276109897145
56,0.5271388284743468
57,0.4266976360251758
58,1.8503296778262097
59,1.0555760225014374
60,1.765950648685249
61,0.5882104287898311
62,0.2150410890863256
63,0.537530448751437
64,1.6992901095506112
65,1.7550397742618657
66,0.7895842661128314
67,1.1657598602398385
68,0.5198742821076365
69,0.6907150278704048
70,0.47711149468345915
71,1.7245660714283135
72,0.4781205277121121
73,0.3657696306256821
74,0.5849979572035253
75,0.45503487945581744
76,1.3409911615961259
77,0.2992415679671501
78,0.534049545676037
79,0.606565038659628
80,0.45199845155469504
81,1.630170669945966
82,0.46752529541483245
83,0.7324990055302474
84,0.5284972951336135
85,1.9809874761304807
86,0.26170933708519906
87,0.32455224384168846
88,0.5707860541923974
89,0.36868320967486845
90,0.5542553942353923
91,1.8464170149945804
92,0.2696534251852884
93,0.6771342042322024
94,1.5001055905632419
95,0.6468156040003713
96,0.320005940394584
97,0.552018661201145
98,0.516254658749899
99,1.3750202555543196
100,0.6333197364348182
101,0.2614968869346988
102,0.2648091387858779
103,1.151367040061026
104,0.7356124547705731
105,0.42735402160387337
106,0.44009741543795644
107,0.3131354218836509
108,1.7815491882412584
109,1.722181209066998
110,0.440698798074511
111,1.3198521281065838
112,0.5901971537107475
113,0.3614743403617998
114,0.629008809146838
115,1.4457674059089474
116,0.7510389597578824
117,0.47373068019696485
118,0.3196656382864965
119,0.42544180321932457
120,0.5494975515801793
121,1.7373996720900595
122,1.496635377448793
123,0.6781128292545964
124,1.530428421453526
125,0.5504876739301381
126,0.6354968953555481
127,1.0680408225907145
128,0.2877266477438027
129,0.29077405963755104
130,0.7113221197162676
131,0.775014839534705
132,0.280268932798388
133,0.5050877724749738
134,0.4345928620820139
135,0.3529592278109405
136,1.724437287569303
137,0.2811190974358655
138,0.6505408948010749
139,0.47840308523779296
140,0.7773165761411567
141,0.7141216786156621
142,0.7547650576576053
143,0.36343567940957044
144,0.3298547131786149
145,0.7529704141452394
146,1.4381852651763243
147,0.4963704135257194
148,0.5803432452525639
149,0.7251308996204999
150,0.45583451364420574
151,1.6505556558577008
152,0.27094111458641607
153,1.910508175391375
154,0.5642427117478861
155,0.24157309272465574
156,0.20835682858986546
157,1.1685352138813259
158,1.9619827156976077
159,1.3870230513324677
160,0.538569897262634
161,0.34533336209211873
162,0.5275739736006457
163,1.6629645537889874
164,1.6579944315838961
165,0.20097726634237317
166,0.36142623547727515
167,0.2890146484124499
168,0.5223432271018951
169,0.3146658526577598
170,0.7133801061078124
171,0.7363336896597641
172,0.20406070005597715
173,1.759763592037606
174,1.4664421594121853
175,1.7556522680656665
176,0.7666754603306996
177,0.7979667172960581
178,1.218094212171946
179,0.7437817847052395
180,0.5096108838871252
181,1.7545141546479592
182,0.7327926520132064
183,0.27399781283348273
184,0.7245533492044958
185,1.7428193144494273
186,0.4075404392022721
187,0.6185578852236103
